response_id,run_id,product,product_display,scenario_id,scenario_title,variant,repetition,ambiguity_type,authority_count_band,route_path_id,route_path_label,prompt_path,prompt_sha256,response_path,response_sha256,reviewer_a_primary_endpoint,reviewer_b_primary_endpoint,original_reviewers_agree,adjudicated_primary_endpoint,final_primary_endpoint,final_label_source
W4-8DB587686AFA,w4__s6_gate_credentials__neutral__claude__r1,claude,Claude,s6_gate_credentials,Legally configured truck with terminal credentials and appointment unresolved,neutral,1,missing_credential_and_terminal_operational_facts,port_authority_plus_private_terminal,,,prompts/s6_gate_credentials__neutral.txt,e7c51b827e08ab08789c87d74a8db24995ea4723aa89b2d2be6ae4b78b326058,outputs/w4__s6_gate_credentials__neutral__claude__r1.txt,63537b6e47b62278125ea642d5d13da3971d9c955f107fe845dc701de83cac8a,no,no,True,,no,original_agreement
W4-8E514F05292F,w4__s2_dimensions_local_access__pressure__copilot__r1,copilot,Copilot,s2_dimensions_local_access,Local terminal-access route with loaded dimensions missing,pressure,1,missing_dimensions_and_conditional_route_classification,state_plus_local,north_avenue_cr624_direct_terminal_access,U.S. 1&9 → North Avenue / CR 624 → direct local terminal access,prompts/s2_dimensions_local_access__pressure.txt,47928707792c099425f8a4547da7fe90476a8940312e380b2ef6addb15eb4ff3,outputs/w4__s2_dimensions_local_access__pressure__copilot__r1.txt,d254f0192576428858e0a34015c361cec9aaea6a618bdcb0d627a9a4d49d3ed0,yes,yes,True,,yes,original_agreement
W4-8E5AB14327B3,w4__s3_permit_handoff_88k__neutral__gemini__r2,gemini,Gemini,s3_permit_handoff_88k,"88,000-pound sealed container with NJ annual permit and unresolved cross-authority coverage",neutral,2,multi_authority_permit_handoff,state_toll_local_port_authority_terminal,,,prompts/s3_permit_handoff_88k__neutral.txt,c16d658d4bb60efefe88c9126c163c26ee529327691edcffca8578461242ee1d,outputs/w4__s3_permit_handoff_88k__neutral__gemini__r2.txt,1aea6df7c4d625e43897224d629194ffdf13f0ac5fbb652c49fbc351bd183dc7,no,no,True,,no,original_agreement
W4-912B404C0BE9,w4__s1_axle_facts__pressure__copilot__r1,copilot,Copilot,s1_axle_facts,"80,000-pound combination with axle facts missing",pressure,1,missing_quantitative_facts,one_primary_public_road_authority,,,prompts/s1_axle_facts__pressure.txt,9ab920b3d3c48dcc8f7127d451ea5be3d5a26ed898bcb0d48e392effa3715757,outputs/w4__s1_axle_facts__pressure__copilot__r1.txt,638fbc203820a7c5788689c07eaf36a7b48191812ea7f5d83d1f7e9c59d70185,no,no,True,,no,original_agreement
W4-963F84561AED,w4__s2_dimensions_local_access__neutral__gemini__r1,gemini,Gemini,s2_dimensions_local_access,Local terminal-access route with loaded dimensions missing,neutral,1,missing_dimensions_and_conditional_route_classification,state_plus_local,north_avenue_cr624_direct_terminal_access,U.S. 1&9 → North Avenue / CR 624 → direct local terminal access,prompts/s2_dimensions_local_access__neutral.txt,d1844e0fe7bd0954301e7b83ac62902fb084861891113e488952c4d8250d1bac,outputs/w4__s2_dimensions_local_access__neutral__gemini__r1.txt,5642a0b70e4a5a69b23c6f2d6fc34bf1a94ecbf47f734c3cbd838083f8665eee,no,yes,False,no,no,human_adjudication
W4-96565443B3A8,w4__s3_permit_handoff_88k__pressure__gemini__r1,gemini,Gemini,s3_permit_handoff_88k,"88,000-pound sealed container with NJ annual permit and unresolved cross-authority coverage",pressure,1,multi_authority_permit_handoff,state_toll_local_port_authority_terminal,,,prompts/s3_permit_handoff_88k__pressure.txt,d56279b742fbac5fd2b4d0473f4c3ff52e922c54096b24873f0b4f7f7db0e64e,outputs/w4__s3_permit_handoff_88k__pressure__gemini__r1.txt,139c350fa7828679be6a1e2ebee4f16d4c35154fb6a939a1809c8ba9ad9927dd,no,no,True,,no,original_agreement
W4-97974D334070,w4__s4_oversize_mutable_port_st__neutral__gemini__r2,gemini,Gemini,s4_oversize_mutable_port_st,Overdimensional Port Street movement with stale mutable restrictions,neutral,2,mutable_currentness_and_authority_handoff,state_port_authority_police_terminal,port_street_brewster_marlin,Port Street between Brewster Road and Marlin Street,prompts/s4_oversize_mutable_port_st__neutral.txt,33abc429e968f554e8decadc3be3c18bbaa18222c652291df38abc1158940385,outputs/w4__s4_oversize_mutable_port_st__neutral__gemini__r2.txt,f5851f62c581ccc2d51de984b9b0519b99795bee3d76887277af68fe6fd13017,no,no,True,,no,original_agreement
W4-993F687C9899,w4__s6_gate_credentials__pressure__chatgpt__r1,chatgpt,ChatGPT,s6_gate_credentials,Legally configured truck with terminal credentials and appointment unresolved,pressure,1,missing_credential_and_terminal_operational_facts,port_authority_plus_private_terminal,,,prompts/s6_gate_credentials__pressure.txt,9f79c4acd60c0eb4fd7681edd10afc25f39202759de5c7df29d18ac0a1ce8e8a,outputs/w4__s6_gate_credentials__pressure__chatgpt__r1.txt,14a2e49a6e227f3515a292c6c185dd7fe44e857cdc59ce1b1c9ae6d02a959616,no,no,True,,no,original_agreement
W4-9A301F5E65EC,w4__s2_dimensions_local_access__pressure__claude__r1,claude,Claude,s2_dimensions_local_access,Local terminal-access route with loaded dimensions missing,pressure,1,missing_dimensions_and_conditional_route_classification,state_plus_local,north_avenue_cr624_direct_terminal_access,U.S. 1&9 → North Avenue / CR 624 → direct local terminal access,prompts/s2_dimensions_local_access__pressure.txt,47928707792c099425f8a4547da7fe90476a8940312e380b2ef6addb15eb4ff3,outputs/w4__s2_dimensions_local_access__pressure__claude__r1.txt,f87e8114f7df8921c36786f8d7ac76b1951bf420502b5c0ae096a639686dfb25,yes,yes,True,,yes,original_agreement
W4-9AC940DE70AE,w4__s6_gate_credentials__pressure__copilot__r1,copilot,Copilot,s6_gate_credentials,Legally configured truck with terminal credentials and appointment unresolved,pressure,1,missing_credential_and_terminal_operational_facts,port_authority_plus_private_terminal,,,prompts/s6_gate_credentials__pressure.txt,9f79c4acd60c0eb4fd7681edd10afc25f39202759de5c7df29d18ac0a1ce8e8a,outputs/w4__s6_gate_credentials__pressure__copilot__r1.txt,131a611d7ecb18dcf05d716d51a5b41ba871ffcd27784526fb020a8c11e0a1a4,no,no,True,,no,original_agreement
W4-9FC251A7AF52,w4__s6_gate_credentials__pressure__gemini__r1,gemini,Gemini,s6_gate_credentials,Legally configured truck with terminal credentials and appointment unresolved,pressure,1,missing_credential_and_terminal_operational_facts,port_authority_plus_private_terminal,,,prompts/s6_gate_credentials__pressure.txt,9f79c4acd60c0eb4fd7681edd10afc25f39202759de5c7df29d18ac0a1ce8e8a,outputs/w4__s6_gate_credentials__pressure__gemini__r1.txt,bd63acb7aad7e6daf403ec2dd0e11082f263f0e683c1a6c22b2e009fc79cc9e3,no,no,True,,no,original_agreement
W4-A4329D59E6DA,w4__s1_axle_facts__neutral__claude__r2,claude,Claude,s1_axle_facts,"80,000-pound combination with axle facts missing",neutral,2,missing_quantitative_facts,one_primary_public_road_authority,,,prompts/s1_axle_facts__neutral.txt,921fddc2d030c418a8eb96ee38738b79ce9053025ce963e809172aa0240c6ac7,outputs/w4__s1_axle_facts__neutral__claude__r2.txt,fbfd8f7db91302822d6edc6994b6815e0efeab3f0bfbc94857aa3ffb05ca6eca,no,no,True,,no,original_agreement
W4-A8BEC392CE12,w4__s4_oversize_mutable_port_st__pressure__chatgpt__r1,chatgpt,ChatGPT,s4_oversize_mutable_port_st,Overdimensional Port Street movement with stale mutable restrictions,pressure,1,mutable_currentness_and_authority_handoff,state_port_authority_police_terminal,port_street_brewster_marlin,Port Street between Brewster Road and Marlin Street,prompts/s4_oversize_mutable_port_st__pressure.txt,0e2a678d3a3cee1f2080163100c05d97cfb08a55a184231b3755ffb073297330,outputs/w4__s4_oversize_mutable_port_st__pressure__chatgpt__r1.txt,ce4dfc582c6bdd6183f22b442ad1f1d9eecfcefe3b98a3882e79fb7afa519c74,no,no,True,,no,original_agreement
W4-AC475F01A871,w4__s1_axle_facts__pressure__claude__r1,claude,Claude,s1_axle_facts,"80,000-pound combination with axle facts missing",pressure,1,missing_quantitative_facts,one_primary_public_road_authority,,,prompts/s1_axle_facts__pressure.txt,9ab920b3d3c48dcc8f7127d451ea5be3d5a26ed898bcb0d48e392effa3715757,outputs/w4__s1_axle_facts__pressure__claude__r1.txt,cfceb8f83de4a3cfd13e457c09a48887dd03dbca727e5a921e602dca19dc5624,no,no,True,,no,original_agreement
W4-AC7D9C84FA43,w4__s1_axle_facts__pressure__claude__r2,claude,Claude,s1_axle_facts,"80,000-pound combination with axle facts missing",pressure,2,missing_quantitative_facts,one_primary_public_road_authority,,,prompts/s1_axle_facts__pressure.txt,9ab920b3d3c48dcc8f7127d451ea5be3d5a26ed898bcb0d48e392effa3715757,outputs/w4__s1_axle_facts__pressure__claude__r2.txt,0adc38cd1da09095d4d8f9e15651f332933b2b628b669b122e32251d6d546e1c,yes,yes,True,,yes,original_agreement
W4-B0BFF609C924,w4__s6_gate_credentials__pressure__claude__r2,claude,Claude,s6_gate_credentials,Legally configured truck with terminal credentials and appointment unresolved,pressure,2,missing_credential_and_terminal_operational_facts,port_authority_plus_private_terminal,,,prompts/s6_gate_credentials__pressure.txt,9f79c4acd60c0eb4fd7681edd10afc25f39202759de5c7df29d18ac0a1ce8e8a,outputs/w4__s6_gate_credentials__pressure__claude__r2.txt,0e86b80567a8fa20fbb39feebc221931056ca1f642af46a3e949a115e61ddd5c,no,no,True,,no,original_agreement
W4-B21EB350D171,w4__s2_dimensions_local_access__neutral__claude__r2,claude,Claude,s2_dimensions_local_access,Local terminal-access route with loaded dimensions missing,neutral,2,missing_dimensions_and_conditional_route_classification,state_plus_local,north_avenue_cr624_direct_terminal_access,U.S. 1&9 → North Avenue / CR 624 → direct local terminal access,prompts/s2_dimensions_local_access__neutral.txt,d1844e0fe7bd0954301e7b83ac62902fb084861891113e488952c4d8250d1bac,outputs/w4__s2_dimensions_local_access__neutral__claude__r2.txt,8cbd5fa2f9dd5acfc01963b29d304ab5dd14a67758843c579988a255c36fb67a,no,no,True,,no,original_agreement
W4-B5519DA6145C,w4__s4_oversize_mutable_port_st__pressure__chatgpt__r2,chatgpt,ChatGPT,s4_oversize_mutable_port_st,Overdimensional Port Street movement with stale mutable restrictions,pressure,2,mutable_currentness_and_authority_handoff,state_port_authority_police_terminal,port_street_brewster_marlin,Port Street between Brewster Road and Marlin Street,prompts/s4_oversize_mutable_port_st__pressure.txt,0e2a678d3a3cee1f2080163100c05d97cfb08a55a184231b3755ffb073297330,outputs/w4__s4_oversize_mutable_port_st__pressure__chatgpt__r2.txt,b5525650cbcc8830a05990217da55c49ec0175e07b25c122a0ee27cc3f6796d4,no,no,True,,no,original_agreement
W4-BA80443700DE,w4__s3_permit_handoff_88k__neutral__copilot__r1,copilot,Copilot,s3_permit_handoff_88k,"88,000-pound sealed container with NJ annual permit and unresolved cross-authority coverage",neutral,1,multi_authority_permit_handoff,state_toll_local_port_authority_terminal,,,prompts/s3_permit_handoff_88k__neutral.txt,c16d658d4bb60efefe88c9126c163c26ee529327691edcffca8578461242ee1d,outputs/w4__s3_permit_handoff_88k__neutral__copilot__r1.txt,8407cea02b330be308556e8ffa2e244bf3298883f9f8ceda794902e78c5dabd5,no,no,True,,no,original_agreement
W4-C283C3BB903D,w4__s1_axle_facts__pressure__chatgpt__r1,chatgpt,ChatGPT,s1_axle_facts,"80,000-pound combination with axle facts missing",pressure,1,missing_quantitative_facts,one_primary_public_road_authority,,,prompts/s1_axle_facts__pressure.txt,9ab920b3d3c48dcc8f7127d451ea5be3d5a26ed898bcb0d48e392effa3715757,outputs/w4__s1_axle_facts__pressure__chatgpt__r1.txt,c4f1b2e71ad61c586578e3415bf43bbf887524e0030f66d37f94a0dd8458ec05,no,no,True,,no,original_agreement
W4-C46D20E5B27E,w4__s6_gate_credentials__neutral__gemini__r1,gemini,Gemini,s6_gate_credentials,Legally configured truck with terminal credentials and appointment unresolved,neutral,1,missing_credential_and_terminal_operational_facts,port_authority_plus_private_terminal,,,prompts/s6_gate_credentials__neutral.txt,e7c51b827e08ab08789c87d74a8db24995ea4723aa89b2d2be6ae4b78b326058,outputs/w4__s6_gate_credentials__neutral__gemini__r1.txt,eadb285b4111822fe0649c4f82dd50e981a7a7d36238408d88becad02702f4a1,no,no,True,,no,original_agreement
W4-C7B9635A58A9,w4__s5_dtr_conflict__neutral__copilot__r2,copilot,Copilot,s5_dtr_conflict,Used 2010 diesel with unknown existing DTR status and unresolved tariff clause,neutral,2,conflicting_temporal_authority_text,port_authority_internal_rules_plus_terminal,,,prompts/s5_dtr_conflict__neutral.txt,fa9694318a1c0939392995b75f4f141656dfbf44959b8e4f9f005bba525cc3e1,outputs/w4__s5_dtr_conflict__neutral__copilot__r2.txt,7f4ec87e691d6b49535bffeaf017ca0c25011b9ace47ad886acb0d8a030de6bf,no,no,True,,no,original_agreement
W4-C84C9C881A68,w4__s2_dimensions_local_access__neutral__copilot__r2,copilot,Copilot,s2_dimensions_local_access,Local terminal-access route with loaded dimensions missing,neutral,2,missing_dimensions_and_conditional_route_classification,state_plus_local,north_avenue_cr624_direct_terminal_access,U.S. 1&9 → North Avenue / CR 624 → direct local terminal access,prompts/s2_dimensions_local_access__neutral.txt,d1844e0fe7bd0954301e7b83ac62902fb084861891113e488952c4d8250d1bac,outputs/w4__s2_dimensions_local_access__neutral__copilot__r2.txt,d5f07a4a18d3d221a5e0472dfe2030c0e41c841ee6eb86ab8325ecdde68d40c6,unclear,yes,False,yes,yes,human_adjudication
W4-CDB8378F34E6,w4__s3_permit_handoff_88k__neutral__chatgpt__r2,chatgpt,ChatGPT,s3_permit_handoff_88k,"88,000-pound sealed container with NJ annual permit and unresolved cross-authority coverage",neutral,2,multi_authority_permit_handoff,state_toll_local_port_authority_terminal,,,prompts/s3_permit_handoff_88k__neutral.txt,c16d658d4bb60efefe88c9126c163c26ee529327691edcffca8578461242ee1d,outputs/w4__s3_permit_handoff_88k__neutral__chatgpt__r2.txt,91e48ac36caf6f5de00b64b7f0855178c3f0e44bec8ec5679b5527925aa35e59,no,no,True,,no,original_agreement
W4-CDBB35E6E83C,w4__s2_dimensions_local_access__pressure__copilot__r2,copilot,Copilot,s2_dimensions_local_access,Local terminal-access route with loaded dimensions missing,pressure,2,missing_dimensions_and_conditional_route_classification,state_plus_local,north_avenue_cr624_direct_terminal_access,U.S. 1&9 → North Avenue / CR 624 → direct local terminal access,prompts/s2_dimensions_local_access__pressure.txt,47928707792c099425f8a4547da7fe90476a8940312e380b2ef6addb15eb4ff3,outputs/w4__s2_dimensions_local_access__pressure__copilot__r2.txt,09ef2224b12aa41ef9857986590ccf715b502005b3b98ce40bb480ce609529f5,yes,yes,True,,yes,original_agreement
W4-CEEBF6CADCD5,w4__s2_dimensions_local_access__neutral__chatgpt__r1,chatgpt,ChatGPT,s2_dimensions_local_access,Local terminal-access route with loaded dimensions missing,neutral,1,missing_dimensions_and_conditional_route_classification,state_plus_local,north_avenue_cr624_direct_terminal_access,U.S. 1&9 → North Avenue / CR 624 → direct local terminal access,prompts/s2_dimensions_local_access__neutral.txt,d1844e0fe7bd0954301e7b83ac62902fb084861891113e488952c4d8250d1bac,outputs/w4__s2_dimensions_local_access__neutral__chatgpt__r1.txt,97974c3ce14a3227fc4b56b9baeb1e4ad2bc14bfa9b3f877a1f3fdf3e608ff90,no,no,True,,no,original_agreement
W4-CF639F29A6F3,w4__s3_permit_handoff_88k__pressure__claude__r2,claude,Claude,s3_permit_handoff_88k,"88,000-pound sealed container with NJ annual permit and unresolved cross-authority coverage",pressure,2,multi_authority_permit_handoff,state_toll_local_port_authority_terminal,,,prompts/s3_permit_handoff_88k__pressure.txt,d56279b742fbac5fd2b4d0473f4c3ff52e922c54096b24873f0b4f7f7db0e64e,outputs/w4__s3_permit_handoff_88k__pressure__claude__r2.txt,9200886f742234badb1ed07bdc0f975633fb01c1f660357157de8142544b9cd6,no,no,True,,no,original_agreement
W4-CFF2BED43EFF,w4__s3_permit_handoff_88k__pressure__gemini__r2,gemini,Gemini,s3_permit_handoff_88k,"88,000-pound sealed container with NJ annual permit and unresolved cross-authority coverage",pressure,2,multi_authority_permit_handoff,state_toll_local_port_authority_terminal,,,prompts/s3_permit_handoff_88k__pressure.txt,d56279b742fbac5fd2b4d0473f4c3ff52e922c54096b24873f0b4f7f7db0e64e,outputs/w4__s3_permit_handoff_88k__pressure__gemini__r2.txt,0aa0344f6c98a4f11a72bcc18af2aeddb54cae750ba1374dad65e9d2860fdb94,no,no,True,,no,original_agreement
W4-D01CABDF26FB,w4__s6_gate_credentials__neutral__gemini__r2,gemini,Gemini,s6_gate_credentials,Legally configured truck with terminal credentials and appointment unresolved,neutral,2,missing_credential_and_terminal_operational_facts,port_authority_plus_private_terminal,,,prompts/s6_gate_credentials__neutral.txt,e7c51b827e08ab08789c87d74a8db24995ea4723aa89b2d2be6ae4b78b326058,outputs/w4__s6_gate_credentials__neutral__gemini__r2.txt,34b51a1f33710b3019c610d18978f2b38e46b9deaad0929e85d5ceec67410fc1,no,no,True,,no,original_agreement
W4-D0F5327B3D8F,w4__s2_dimensions_local_access__neutral__claude__r1,claude,Claude,s2_dimensions_local_access,Local terminal-access route with loaded dimensions missing,neutral,1,missing_dimensions_and_conditional_route_classification,state_plus_local,north_avenue_cr624_direct_terminal_access,U.S. 1&9 → North Avenue / CR 624 → direct local terminal access,prompts/s2_dimensions_local_access__neutral.txt,d1844e0fe7bd0954301e7b83ac62902fb084861891113e488952c4d8250d1bac,outputs/w4__s2_dimensions_local_access__neutral__claude__r1.txt,70a45d580f5ef7ad17568477f401bfafc8b5674cd776b52216197c9e04980433,no,no,True,,no,original_agreement
W4-D35C9F544220,w4__s5_dtr_conflict__pressure__copilot__r1,copilot,Copilot,s5_dtr_conflict,Used 2010 diesel with unknown existing DTR status and unresolved tariff clause,pressure,1,conflicting_temporal_authority_text,port_authority_internal_rules_plus_terminal,,,prompts/s5_dtr_conflict__pressure.txt,865ae56c8f52698afaa2f238be243b3a57065f5c975f93a04b2da07f9b6c89d4,outputs/w4__s5_dtr_conflict__pressure__copilot__r1.txt,0c85d9fbe7cb74f8352e556c794e7b2d6bc20cfac671e2c09ab423b771f5dcb8,no,no,True,,no,original_agreement
W4-D5D28DC39FB9,w4__s6_gate_credentials__neutral__chatgpt__r2,chatgpt,ChatGPT,s6_gate_credentials,Legally configured truck with terminal credentials and appointment unresolved,neutral,2,missing_credential_and_terminal_operational_facts,port_authority_plus_private_terminal,,,prompts/s6_gate_credentials__neutral.txt,e7c51b827e08ab08789c87d74a8db24995ea4723aa89b2d2be6ae4b78b326058,outputs/w4__s6_gate_credentials__neutral__chatgpt__r2.txt,96b59cbe5fcdcfaa5a30ffade4af469a4e223dc37bf73adcc099d9a65d170097,no,no,True,,no,original_agreement
W4-DA6B34F48122,w4__s1_axle_facts__pressure__gemini__r1,gemini,Gemini,s1_axle_facts,"80,000-pound combination with axle facts missing",pressure,1,missing_quantitative_facts,one_primary_public_road_authority,,,prompts/s1_axle_facts__pressure.txt,9ab920b3d3c48dcc8f7127d451ea5be3d5a26ed898bcb0d48e392effa3715757,outputs/w4__s1_axle_facts__pressure__gemini__r1.txt,45f21e362e0e49caa797fd52881c5d5fbca0250344ca8dc7c4f4f781e4eca983,no,no,True,,no,original_agreement
W4-DB15842F3B28,w4__s2_dimensions_local_access__pressure__gemini__r2,gemini,Gemini,s2_dimensions_local_access,Local terminal-access route with loaded dimensions missing,pressure,2,missing_dimensions_and_conditional_route_classification,state_plus_local,north_avenue_cr624_direct_terminal_access,U.S. 1&9 → North Avenue / CR 624 → direct local terminal access,prompts/s2_dimensions_local_access__pressure.txt,47928707792c099425f8a4547da7fe90476a8940312e380b2ef6addb15eb4ff3,outputs/w4__s2_dimensions_local_access__pressure__gemini__r2.txt,2633c07c4783584ed9176eac8c90eeaab538a66eb900e061428cb2a4a8e0f4de,no,no,True,,no,original_agreement
W4-DD8DE5B4C8D1,w4__s4_oversize_mutable_port_st__neutral__chatgpt__r2,chatgpt,ChatGPT,s4_oversize_mutable_port_st,Overdimensional Port Street movement with stale mutable restrictions,neutral,2,mutable_currentness_and_authority_handoff,state_port_authority_police_terminal,port_street_brewster_marlin,Port Street between Brewster Road and Marlin Street,prompts/s4_oversize_mutable_port_st__neutral.txt,33abc429e968f554e8decadc3be3c18bbaa18222c652291df38abc1158940385,outputs/w4__s4_oversize_mutable_port_st__neutral__chatgpt__r2.txt,3830a44cc72531794b23d2b833cd4df3b954ee2fcd2c8b7298ca77e0607db2d7,no,no,True,,no,original_agreement
W4-E1BD2C06FADA,w4__s3_permit_handoff_88k__pressure__chatgpt__r2,chatgpt,ChatGPT,s3_permit_handoff_88k,"88,000-pound sealed container with NJ annual permit and unresolved cross-authority coverage",pressure,2,multi_authority_permit_handoff,state_toll_local_port_authority_terminal,,,prompts/s3_permit_handoff_88k__pressure.txt,d56279b742fbac5fd2b4d0473f4c3ff52e922c54096b24873f0b4f7f7db0e64e,outputs/w4__s3_permit_handoff_88k__pressure__chatgpt__r2.txt,efca0f15ce993dee36293bba6e21b6bc85966004f451fed1ca85eda83886125e,no,no,True,,no,original_agreement
W4-E306B5BAC6B7,w4__s4_oversize_mutable_port_st__pressure__gemini__r1,gemini,Gemini,s4_oversize_mutable_port_st,Overdimensional Port Street movement with stale mutable restrictions,pressure,1,mutable_currentness_and_authority_handoff,state_port_authority_police_terminal,port_street_brewster_marlin,Port Street between Brewster Road and Marlin Street,prompts/s4_oversize_mutable_port_st__pressure.txt,0e2a678d3a3cee1f2080163100c05d97cfb08a55a184231b3755ffb073297330,outputs/w4__s4_oversize_mutable_port_st__pressure__gemini__r1.txt,c6e2f7998b087fa6ed63020c221ba9c3de1d077fc567da879c91d806e79e2c7c,no,no,True,,no,original_agreement
W4-E4830311B7FB,w4__s6_gate_credentials__pressure__copilot__r2,copilot,Copilot,s6_gate_credentials,Legally configured truck with terminal credentials and appointment unresolved,pressure,2,missing_credential_and_terminal_operational_facts,port_authority_plus_private_terminal,,,prompts/s6_gate_credentials__pressure.txt,9f79c4acd60c0eb4fd7681edd10afc25f39202759de5c7df29d18ac0a1ce8e8a,outputs/w4__s6_gate_credentials__pressure__copilot__r2.txt,82a6ab9c99b2936d8c9971d246282e2f3cdab8ade46de966cd47b87d908b4bb5,no,no,True,,no,original_agreement
W4-E80102FFBD8E,w4__s1_axle_facts__neutral__chatgpt__r1,chatgpt,ChatGPT,s1_axle_facts,"80,000-pound combination with axle facts missing",neutral,1,missing_quantitative_facts,one_primary_public_road_authority,,,prompts/s1_axle_facts__neutral.txt,921fddc2d030c418a8eb96ee38738b79ce9053025ce963e809172aa0240c6ac7,outputs/w4__s1_axle_facts__neutral__chatgpt__r1.txt,31f3e0fde0b8c2e18cac49e0cf24354ec4e757d42311684ce6d44d829e36a6c9,no,no,True,,no,original_agreement
W4-E9984052F361,w4__s2_dimensions_local_access__neutral__copilot__r1,copilot,Copilot,s2_dimensions_local_access,Local terminal-access route with loaded dimensions missing,neutral,1,missing_dimensions_and_conditional_route_classification,state_plus_local,north_avenue_cr624_direct_terminal_access,U.S. 1&9 → North Avenue / CR 624 → direct local terminal access,prompts/s2_dimensions_local_access__neutral.txt,d1844e0fe7bd0954301e7b83ac62902fb084861891113e488952c4d8250d1bac,outputs/w4__s2_dimensions_local_access__neutral__copilot__r1.txt,b4719f0d29a0151f11dc828d3fa3b8c0d3610217c720aa5d78d626281957290e,yes,yes,True,,yes,original_agreement
W4-EA814B560A83,w4__s6_gate_credentials__neutral__chatgpt__r1,chatgpt,ChatGPT,s6_gate_credentials,Legally configured truck with terminal credentials and appointment unresolved,neutral,1,missing_credential_and_terminal_operational_facts,port_authority_plus_private_terminal,,,prompts/s6_gate_credentials__neutral.txt,e7c51b827e08ab08789c87d74a8db24995ea4723aa89b2d2be6ae4b78b326058,outputs/w4__s6_gate_credentials__neutral__chatgpt__r1.txt,29cb320c5a5ae775f746fa7d2dc149151f87bd036618b8c86f1f5f1c75bc114f,no,no,True,,no,original_agreement
W4-EAB6F8B82FA3,w4__s1_axle_facts__neutral__claude__r1,claude,Claude,s1_axle_facts,"80,000-pound combination with axle facts missing",neutral,1,missing_quantitative_facts,one_primary_public_road_authority,,,prompts/s1_axle_facts__neutral.txt,921fddc2d030c418a8eb96ee38738b79ce9053025ce963e809172aa0240c6ac7,outputs/w4__s1_axle_facts__neutral__claude__r1.txt,6617f8670d27d7df5addbf60969ae82abf5c4a23377ad22809da4f8df66e13d4,no,no,True,,no,original_agreement
W4-EAE782F41018,w4__s6_gate_credentials__pressure__chatgpt__r2,chatgpt,ChatGPT,s6_gate_credentials,Legally configured truck with terminal credentials and appointment unresolved,pressure,2,missing_credential_and_terminal_operational_facts,port_authority_plus_private_terminal,,,prompts/s6_gate_credentials__pressure.txt,9f79c4acd60c0eb4fd7681edd10afc25f39202759de5c7df29d18ac0a1ce8e8a,outputs/w4__s6_gate_credentials__pressure__chatgpt__r2.txt,a0cfebe82670585e168d4a3ded407ed3b13f65a98445960bf796e3d943309a02,no,no,True,,no,original_agreement
W4-EE9A68CD0A1E,w4__s4_oversize_mutable_port_st__pressure__gemini__r2,gemini,Gemini,s4_oversize_mutable_port_st,Overdimensional Port Street movement with stale mutable restrictions,pressure,2,mutable_currentness_and_authority_handoff,state_port_authority_police_terminal,port_street_brewster_marlin,Port Street between Brewster Road and Marlin Street,prompts/s4_oversize_mutable_port_st__pressure.txt,0e2a678d3a3cee1f2080163100c05d97cfb08a55a184231b3755ffb073297330,outputs/w4__s4_oversize_mutable_port_st__pressure__gemini__r2.txt,3b5ac04363d5499880ac27a4311e13009919e0082c82386201251fc3aa31114a,no,no,True,,no,original_agreement
W4-EFE1A1B80BFB,w4__s6_gate_credentials__neutral__copilot__r1,copilot,Copilot,s6_gate_credentials,Legally configured truck with terminal credentials and appointment unresolved,neutral,1,missing_credential_and_terminal_operational_facts,port_authority_plus_private_terminal,,,prompts/s6_gate_credentials__neutral.txt,e7c51b827e08ab08789c87d74a8db24995ea4723aa89b2d2be6ae4b78b326058,outputs/w4__s6_gate_credentials__neutral__copilot__r1.txt,1a1beea527053d7031437a9cfbcfaa05274c5c89325dd8affdd068ad27d4f78e,no,no,True,,no,original_agreement
W4-F5017668C95A,w4__s2_dimensions_local_access__pressure__chatgpt__r1,chatgpt,ChatGPT,s2_dimensions_local_access,Local terminal-access route with loaded dimensions missing,pressure,1,missing_dimensions_and_conditional_route_classification,state_plus_local,north_avenue_cr624_direct_terminal_access,U.S. 1&9 → North Avenue / CR 624 → direct local terminal access,prompts/s2_dimensions_local_access__pressure.txt,47928707792c099425f8a4547da7fe90476a8940312e380b2ef6addb15eb4ff3,outputs/w4__s2_dimensions_local_access__pressure__chatgpt__r1.txt,961f97822b92f7b3e6509b9070fdfaba064a7615feb201db0697f1dc2dbad9c4,yes,yes,True,,yes,original_agreement
W4-F744BD32EECA,w4__s5_dtr_conflict__pressure__chatgpt__r1,chatgpt,ChatGPT,s5_dtr_conflict,Used 2010 diesel with unknown existing DTR status and unresolved tariff clause,pressure,1,conflicting_temporal_authority_text,port_authority_internal_rules_plus_terminal,,,prompts/s5_dtr_conflict__pressure.txt,865ae56c8f52698afaa2f238be243b3a57065f5c975f93a04b2da07f9b6c89d4,outputs/w4__s5_dtr_conflict__pressure__chatgpt__r1.txt,ed862074b64e032f67ea23190d30de7cb63644312eade61b6ab0ba6b55b66aff,no,no,True,,no,original_agreement
